,collegeName,country,dateOfBirthUTC,draft_pickNum,draft_roundNum,draft_seasonYear,draft_teamId,firstName,heightFeet,heightInches,heightMeters,isActive,jersey,lastAffiliation,lastName,nbaDebutYear,personId,pos,teamId,weightKilograms,weightPounds,yearsPro
170,Fresno State,USA,1990-05-02,10,1,2010,1610612754,Paul,6,9,2.06,True,13,Fresno State/USA,George,2010,202331,F,1610612760,99.8,220,8
171,Southern California,USA,1985-06-24,26,1,2009,1610612741,Taj,6,9,2.06,True,67,USC/USA,Gibson,2009,201959,F,1610612750,105.2,232,9
172,Duke,USA,1998-04-22,20,1,2017,1610612757,Harry,6,10,2.08,True,20,Duke/USA,Giles III,2018,1628385,F-C,1610612758,108.9,240,0
173,Kentucky,Canada,1998-07-12,11,1,2018,1610612766,Shai,6,6,1.98,True,2,University of Kentucky/Canada,Gilgeous-Alexander,2018,1628983,G,1610612746,82.1,181,0
174,France,France,1992-06-26,27,1,2013,1610612743,Rudy,7,1,2.16,True,27,France/France,Gobert,2013,203497,C,1610612762,111.1,245,5
175,,USA,1995-10-02,,,,,Brandon,6,2,1.88,True,6, USA/USA,Goodwin,2018,1629164,G,1610612743,81.6,180,0
176,Arizona,USA,1995-09-16,4,1,2014,1610612753,Aaron,6,9,2.06,True,00,Arizona/USA,Gordon,2014,203932,F,1610612753,99.8,220,4
177,Indiana,USA,1988-12-25,7,1,2008,1610612746,Eric,6,4,1.93,True,10,Indiana/USA,Gordon,2008,201569,G,1610612745,97.5,215,10
178,"Lodz, Poland",Poland,1984-02-17,57,2,2005,1610612756,Marcin,6,11,2.11,True,13,RheinEnergie Cologne/Poland,Gortat,2007,101162,C,1610612746,108.9,240,11
179,Kansas,USA,1995-02-22,34,2,2018,1610612737,Devonte',6,2,1.88,True,4,University of Kansas/USA,Graham,2018,1628984,G,1610612766,83.9,185,0
180,Virginia Commonwealth,USA,1993-10-28,,,,,Treveon,6,5,1.96,True,21,Virginia Commonwealth/USA,Graham,2016,1626203,F,1610612751,102.1,225,2
181,Syracuse,USA,1994-03-12,39,2,2014,1610612755,Jerami,6,9,2.06,True,9,Syracuse/USA,Grant,2014,203924,F,1610612760,99.8,220,4
182,Notre Dame,USA,1992-10-09,19,1,2015,1610612764,Jerian,6,4,1.93,True,22,Notre Dame/USA,Grant,2015,1626170,G,1610612753,93.0,205,3
183,Clemson,USA,1995-03-19,,,,,Donte,6,8,2.03,True,71,Clemson/USA,Grantham,,1629055,F,1610612760,97.5,215,0
184,North Carolina,USA,1987-06-22,46,2,2009,1610612739,Danny,6,6,1.98,True,14,North Carolina/USA,Green,2009,201980,G-F,1610612761,97.5,215,9
185,Michigan State,USA,1990-03-04,35,2,2012,1610612744,Draymond,6,7,2.01,True,23,Michigan State/USA,Green,2012,203110,F,1610612744,104.3,230,6
186,Gulf Shores Aca. (TX),USA,1986-01-26,18,1,2005,1610612738,Gerald,6,7,2.01,True,14,Gulf Shores Academy (TX)/USA,Green,2005,101123,G-F,1610612745,93.0,205,11
187,Alabama,USA,1990-06-21,,,,,JaMychal,6,9,2.06,True,0,Alabama/USA,Green,2014,203210,F,1610612763,103.0,227,4
188,Georgetown,USA,1986-08-28,5,1,2007,1610612738,Jeff,6,9,2.06,True,32,Georgetown/USA,Green,2007,201145,F,1610612764,106.6,235,10
189,Oklahoma,USA,1989-03-16,1,1,2009,1610612746,Blake,6,10,2.08,True,23,Oklahoma/USA,Griffin,2010,201933,F,1610612765,113.4,250,8
190,Connecticut,USA,1995-08-08,56,2,2016,1610612743,Daniel,6,7,2.01,True,5,Connecticut/USA,Hamilton,2017,1627772,G-F,1610612737,88.5,195,1
191,Michigan,USA,1992-03-16,24,1,2013,1610612752,Tim,6,6,1.98,True,3,Michigan/USA,Hardaway Jr.,2013,203501,G,1610612752,93.0,205,5
192,Arizona State,USA,1989-08-26,3,1,2009,1610612760,James,6,5,1.96,True,13,Arizona State/USA,Harden,2009,201935,G,1610612745,99.8,220,9
193,St. John's (NY),USA,1993-05-11,15,1,2012,1610612755,Maurice,6,9,2.06,True,4,St. John's (N.Y.)/USA,Harkless,2012,203090,F,1610612757,99.8,220,6
194,Louisville,USA,1994-01-26,32,2,2015,1610612745,Montrezl,6,8,2.03,True,5,Louisville/USA,Harrell,2015,1626149,F-C,1610612746,108.9,240,3
195,Wisconsin,USA,1983-02-27,5,1,2004,1610612764,Devin,6,3,1.9,True,34,Wisconsin/USA,Harris,2004,2734,G,1610612742,83.9,185,14
196,Michigan State,USA,1994-09-14,19,1,2014,1610612741,Gary,6,4,1.93,True,14,Michigan State/USA,Harris,2014,203914,G,1610612743,95.3,210,4
197,Virginia,USA,1991-09-06,33,2,2014,1610612739,Joe,6,6,1.98,True,12,Virginia/USA,Harris,2014,203925,F-G,1610612751,98.9,218,4
198,Tennessee,USA,1992-07-15,19,1,2011,1610612766,Tobias,6,9,2.06,True,34,Tennessee/USA,Harris,2011,202699,F,1610612746,106.6,235,7
199,Tulsa,USA,1993-10-06,,,,,Shaquille,6,4,1.93,True,3,Tulsa/USA,Harrison,2017,1627885,G,1610612741,86.2,190,1
200,Villanova,USA,1995-03-06,30,1,2017,1610612762,Josh,6,5,1.96,True,3,Villanova/USA,Hart,2017,1628404,G,1610612747,97.5,215,1
201,,Germany,1998-05-05,43,2,2017,1610612745,Isaiah,7,0,2.13,True,55,Germany/Germany,Hartenstein,2018,1628392,F-C,1610612745,112.9,249,0
202,Florida,USA,1980-06-09,,,,,Udonis,6,8,2.03,True,40,Florida/USA,Haslem,2003,2617,F,1610612748,106.6,235,15
203,Butler,USA,1990-03-23,9,1,2010,1610612762,Gordon,6,8,2.03,True,20,Butler/USA,Hayward,2010,202330,F,1610612738,102.1,225,8
204,North Carolina,USA,1990-12-28,14,1,2012,1610612749,John,6,11,2.11,True,31,North Carolina/USA,Henson,2012,203089,F,1610612739,99.3,219,6
205,,Spain,1995-09-28,15,1,2016,1610612743,Juancho,6,9,2.06,True,41,Spain/Spain,Hernangomez,2016,1627823,F,1610612743,104.3,230,2
206,Spain,Spain,1994-05-27,35,2,2015,1610612755,Willy,6,11,2.11,True,41,Cajasol Sevilla/Spain,Hernangomez,2016,1626195,C,1610612766,108.9,240,3
207,Croatia,Croatia,1995-02-25,5,1,2015,1610612753,Mario,6,8,2.03,True,8,FC Barcelona/Croatia,Hezonja,2015,1626209,F,1610612752,102.1,225,3
208,North Carolina,USA,1994-07-24,,,,,Isaiah,6,9,2.06,True,4,North Carolina/USA,Hicks,2017,1628439,F,1610612752,104.3,230,1
209,Oklahoma,Bahamas,1992-12-17,6,1,2016,1610612740,Buddy,6,4,1.93,True,24,Oklahoma/Bahamas,Hield,2016,1627741,G,1610612758,97.1,214,2
210,,USA,1996-12-09,,,,,Haywood,6,7,2.01,True,7, USA/USA,Highsmith,2018,1629312,F,1610612755,99.8,220,0
211,Indiana Purdue-Indianapolis,USA,1986-05-04,26,1,2008,1610612759,George,6,3,1.9,True,3,IUPUI/USA,Hill,2008,201588,G,1610612749,85.3,188,10
212,Arizona,USA,1991-03-18,23,1,2013,1610612754,Solomon,6,7,2.01,True,44,Arizona/USA,Hill,2013,203524,F,1610612740,102.1,225,5
213,California-Los Angeles,USA,1996-09-30,23,1,2018,1610612754,Aaron,6,1,1.85,True,3,UCLA/USA,Holiday,2018,1628988,G,1610612754,83.9,185,0
214,UCLA,USA,1990-06-12,17,1,2009,1610612755,Jrue,6,4,1.93,True,11,UCLA/USA,Holiday,2009,201950,G,1610612740,93.0,205,9
215,Washington,USA,1989-04-05,,,,,Justin,6,6,1.98,True,7,Washington/USA,Holiday,2012,203200,F-G,1610612763,82.1,181,5
216,Arizona,USA,1995-01-03,23,1,2015,1610612757,Rondae,6,7,2.01,True,24,Arizona/USA,Hollis-Jefferson,2015,1626178,F,1610612751,98.4,217,3
217,Bowling Green,USA,1993-10-15,37,2,2015,1610612755,Richaun,6,10,2.08,True,21,Bowling Green State/USA,Holmes,2015,1626158,F-C,1610612756,106.6,235,3
218,Duke,USA,1992-10-20,23,1,2014,1610612762,Rodney,6,8,2.03,True,1,Duke/USA,Hood,2014,203918,G,1610612739,93.4,206,4
219,Florida,Dominican Republic,1986-06-03,3,1,2007,1610612737,Al,6,10,2.08,True,42,Florida/Domincan Republic,Horford,2007,201143,C-F,1610612738,111.1,245,11
220,Texas A&M,USA,1993-06-07,,,,,Danuel,6,7,2.01,True,4,Texas A&M/USA,House Jr.,2016,1627863,F-G,1610612745,99.8,220,2
221,SW Atlanta Christian Academy (GA),USA,1985-12-08,1,1,2004,1610612753,Dwight,6,11,2.11,True,21,SW Atlanta Christian Academy (GA)/USA,Howard,2004,2730,C,1610612764,120.2,265,14
222,Maryland,USA,1998-08-27,19,1,2018,1610612737,Kevin,6,7,2.01,True,3,"University of Maryland, College Par/USA",Huerter,2018,1628989,G,1610612737,86.2,190,0
223,Georgia State,USA,1993-10-24,28,1,2015,1610612738,RJ,6,5,1.96,True,28,Georgia State/USA,Hunter,2015,1626154,G,1610612738,83.9,185,3
224,Boise State,USA,1996-04-26,22,1,2018,1610612741,Chandler,6,7,2.01,True,15,Boise State University/USA,Hutchison,2018,1628990,F,1610612741,89.4,197,0
225,"Brazzaville, Rep. of Congo",Democratic Republic of the Congo,1989-09-18,24,1,2008,1610612760,Serge,6,10,2.08,True,9,Ricoh Manresa/Democratic Republic of the Congo,Ibaka,2009,201586,F-C,1610612761,106.6,235,9
226,Arizona,USA,1984-01-28,9,1,2004,1610612755,Andre,6,6,1.98,True,9,Arizona/USA,Iguodala,2004,2738,G-F,1610612744,97.5,215,14
227,"Eskisehir, Turkey",Turkey,1987-05-15,36,2,2005,1610612749,Ersan,6,10,2.08,True,77,FC Barcelona/Turkey,Ilyasova,2006,101141,F,1610612749,106.6,235,10
228,,Australia,1987-10-02,,,,,Joe,6,8,2.03,True,2,Australia/Australia,Ingles,2014,204060,F,1610612762,102.5,226,4
229,Duke,USA,1997-09-02,2,1,2016,1610612747,Brandon,6,9,2.06,True,14,Duke/USA,Ingram,2016,1627742,F,1610612747,86.2,190,2
230,Duke,Australia,1992-03-23,1,1,2011,1610612739,Kyrie,6,3,1.9,True,11,Duke/Australia,Irving,2011,202681,G,1610612738,87.5,193,7
231,Florida State,USA,1997-10-03,6,1,2017,1610612753,Jonathan,6,10,2.08,True,1,Florida State/USA,Isaac,2017,1628371,F,1610612753,95.3,210,1
232,Kansas State,USA,1994-12-20,33,2,2017,1610612753,Wes,6,7,2.01,True,25,Kansas State/USA,Iwundu,2017,1628411,F,1610612753,88.5,195,1
233,Duke,USA,1998-05-04,31,2,2017,1610612766,Frank,6,3,1.9,True,15,Duke/USA,Jackson,2018,1628402,G,1610612740,93.0,205,0
234,Kansas,USA,1997-02-10,4,1,2017,1610612756,Josh,6,8,2.03,True,20,Kansas/USA,Jackson,2017,1628367,F,1610612756,90.7,200,1
235,North Carolina,USA,1995-03-28,15,1,2017,1610612757,Justin,6,8,2.03,True,25,North Carolina/USA,Jackson,2017,1628382,F,1610612758,95.3,210,1
236,Boston College,USA,1990-04-16,24,1,2011,1610612760,Reggie,6,3,1.9,True,1,Boston College/USA,Jackson,2011,202704,G,1610612765,94.3,208,7
237,Michigan State,USA,1999-09-15,4,1,2018,1610612763,Jaren,6,11,2.11,True,13,Michigan State University/USA,Jackson Jr.,2018,1628991,F-C,1610612763,109.8,242,0
238,St. Vincent-St. Mary HS (OH),USA,1984-12-30,1,1,2003,1610612739,LeBron,6,8,2.03,True,23,St. Vincent-St. Mary HS (OH)/USA,James,2003,2544,F,1610612747,113.4,250,15
239,Duke,USA,1993-05-07,,,,,Amile,6,9,2.06,True,11,Duke/USA,Jefferson,2018,1628518,F,1610612753,100.7,222,0
240,"Kinna, Sweden",Sweden,1987-03-02,39,2,2009,1610612765,Jonas,6,10,2.08,True,21,Angelico Biella/Sweden,Jerebko,2009,201973,F,1610612744,104.8,231,8
241,Missouri State,USA,1996-04-22,50,2,2018,1610612754,Alize,6,9,2.06,True,24,Missouri State University/USA,Johnson,2018,1628993,F,1610612754,96.2,212,0
242,Westchester HS (Los Angeles),USA,1987-05-01,56,2,2005,1610612765,Amir,6,9,2.06,True,5,"Westchester HS (Los Angeles, CA)/USA",Johnson,2005,101161,C-F,1610612755,108.9,240,13
243,Wake Forest,USA,1987-02-20,16,1,2009,1610612741,James,6,8,2.03,True,16,Wake Forest/USA,Johnson,2009,201949,F,1610612748,108.9,240,9
244,Arizona,USA,1996-05-29,8,1,2015,1610612765,Stanley,6,7,2.01,True,7,Arizona/USA,Johnson,2015,1626169,F,1610612765,111.1,245,3
245,Fresno State,USA,1992-05-07,,,,,Tyler,6,4,1.93,True,8,Fresno State/USA,Johnson,2014,204020,G,1610612748,86.2,190,4
246,Syracuse,USA,1987-07-11,4,1,2010,1610612750,Wesley,6,7,2.01,True,33,Syracuse/USA,Johnson,2010,202325,F-G,1610612740,97.5,215,8
247,,Serbia,1995-02-19,41,2,2014,1610612743,Nikola,7,0,2.13,True,15,Serbia/Serbia,Jokic,2015,203999,C,1610612743,113.4,250,3
248,Vanderbilt,USA,1995-06-30,30,1,2016,1610612744,Damian,7,0,2.13,True,15,Vanderbilt/USA,Jones,2016,1627745,C,1610612744,111.1,245,2
249,Duke,USA,1996-05-10,24,1,2015,1610612739,Tyus,6,2,1.88,True,1,Duke/USA,Jones,2015,1626145,G,1610612750,88.9,196,3
250,Nevada-Las Vegas,USA,1997-02-15,,,,,Derrick,6,7,2.01,True,5,Nevada-Las Vegas/USA,Jones Jr.,2016,1627884,F-G,1610612748,90.7,200,2
251,Texas A&M,USA,1988-07-21,35,2,2008,1610612746,DeAndre,6,11,2.11,True,6,Texas A&M/USA,Jordan,2008,201599,C,1610612742,120.2,265,10
252,Texas,Canada,1991-08-20,29,1,2011,1610612759,Cory,6,3,1.9,True,6,Texas/Canada,Joseph,2011,202709,G,1610612754,87.5,193,7
253,Wisconsin,USA,1993-04-04,9,1,2015,1610612766,Frank,7,0,2.13,True,44,Wisconsin/USA,Kaminsky,2015,1626163,F-C,1610612766,109.8,242,3
254,Kentucky,Turkey,1992-05-20,3,1,2011,1610612762,Enes,6,11,2.11,True,00,Fenerbahce Ulker/Turkey,Kanter,2011,202683,C,1610612752,113.4,250,7
255,Duke,USA,1996-06-24,12,1,2017,1610612765,Luke,6,5,1.96,True,5,Duke/USA,Kennard,2017,1628379,G,1610612765,93.4,206,1
256,Kentucky,USA,1993-09-26,2,1,2012,1610612766,Michael,6,7,2.01,True,14,Kentucky/USA,Kidd-Gilchrist,2012,203077,F,1610612766,105.2,232,6
257,Colorado,USA,1994-01-15,59,2,2018,1610612756,George,6,6,1.98,True,8,University of Colorado Boulder/USA,King,2018,1628994,F,1610612756,99.8,220,0
258,,Germany,1992-01-29,,,,,Maxi,6,11,2.11,True,42,Germany/Germany,Kleber,2017,1628467,F,1610612742,108.9,240,1
259,Kentucky,USA,1991-12-02,8,1,2011,1610612765,Brandon,6,3,1.9,True,2,Kentucky/USA,Knight,2011,202688,G,1610612745,88.5,195,6
260,Kentucky,USA,1999-08-11,9,1,2018,1610612752,Kevin,6,9,2.06,True,20,University of Kentucky/USA,Knox,2018,1628995,F,1610612752,97.5,215,0
261,,Turkey,1997-07-24,26,1,2016,1610612755,Furkan,6,7,2.01,True,30,Turkey/Turkey,Korkmaz,2017,1627788,G-F,1610612755,86.2,190,1
262,Vanderbilt,USA,1995-07-15,,,,,Luke,7,1,2.16,True,2,Vanderbilt/USA,Kornet,2017,1628436,F-C,1610612752,113.4,250,1
263,Creighton,USA,1981-03-17,51,2,2003,1610612751,Kyle,6,7,2.01,True,26,Creighton/USA,Korver,2003,2594,G-F,1610612762,96.2,212,15
264,Ohio State,USA,1989-02-24,23,1,2008,1610612762,Kosta,7,0,2.13,True,41,Ohio State/USA,Koufos,2008,201585,C,1610612758,111.1,245,10
265,,Latvia,1998-02-05,40,2,2018,1610612751,Rodions,6,9,2.06,True,00,Latvia/Latvia,Kurucs,2018,1629066,F,1610612751,95.3,210,0
266,Utah,USA,1995-07-24,27,1,2017,1610612751,Kyle,6,9,2.06,True,0,Utah/USA,Kuzma,2017,1628398,F,1610612747,99.8,220,1
267,Kentucky,Haiti,1996-03-18,28,1,2016,1610612758,Skal,6,11,2.11,True,7,Kentucky/Haiti,Labissiere,2016,1627746,F,1610612758,106.6,235,2
268,Connecticut,USA,1992-05-30,12,1,2012,1610612745,Jeremy,6,5,1.96,True,3,Connecticut/USA,Lamb,2012,203087,G,1610612766,83.9,185,6
269,UCLA,USA,1995-03-10,13,1,2014,1610612750,Zach,6,5,1.96,True,8,UCLA/USA,LaVine,2014,203897,G,1610612741,90.7,200,4
270,Maryland,USA,1994-03-07,47,2,2016,1610612753,Jake,6,9,2.06,True,10,Maryland/USA,Layman,2016,1627774,F,1610612757,97.5,215,2
271,California-Los Angeles,USA,1997-04-30,18,1,2017,1610612754,TJ,6,10,2.08,True,22,UCLA/USA,Leaf,2017,1628388,F,1610612754,102.1,225,1
272,Western Kentucky,USA,1985-10-03,22,1,2008,1610612753,Courtney,6,5,1.96,True,5,Western Kentucky/USA,Lee,2008,201584,G,1610612752,97.5,215,10
273,Louisville,USA,1992-10-21,,,,,Damion,6,6,1.98,True,1,Louisville/USA,Lee,2017,1627814,G,1610612744,95.3,210,1
274,Maryland,Ukraine,1993-06-16,5,1,2013,1610612756,Alex,7,1,2.16,True,25,Maryland/Ukraine,Len,2013,203458,C,1610612737,113.4,250,5
275,San Diego State,USA,1991-06-29,15,1,2011,1610612754,Kawhi,6,7,2.01,True,2,San Diego State/USA,Leonard,2011,202695,F,1610612761,104.3,230,7
276,Illinois,USA,1992-02-27,11,1,2012,1610612757,Meyers,7,1,2.16,True,11,Illinois/USA,Leonard,2012,203086,F-C,1610612757,115.7,255,6
277,Wisconsin,USA,1989-05-14,40,2,2011,1610612749,Jon,6,10,2.08,True,30,Wisconsin/USA,Leuer,2011,202720,F,1610612765,103.4,228,7
278,Michigan,USA,1994-08-25,20,1,2016,1610612754,Caris,6,7,2.01,True,22,Michigan/USA,LeVert,2016,1627747,G,1610612751,92.5,204,2
279,Weber State,USA,1990-07-15,6,1,2012,1610612757,Damian,6,3,1.9,True,0,Weber State/USA,Lillard,2012,203081,G,1610612757,88.5,195,6
280,Harvard,USA,1988-08-23,,,,,Jeremy,6,3,1.9,True,7,Harvard/USA,Lin,2010,202391,G,1610612737,90.7,200,8
281,Peoria Central HS (IL),USA,1985-09-11,4,1,2004,1610612746,Shaun,6,7,2.01,True,34,Peoria Central HS (IL)USA/USA,Livingston,2004,2733,G,1610612744,87.1,192,13
282,UCLA,USA,1996-02-06,30,1,2015,1610612744,Kevon,6,9,2.06,True,5,UCLA/USA,Looney,2015,1626172,F,1610612744,99.8,220,3
283,Stanford,USA,1988-04-01,10,1,2008,1610612751,Brook,7,0,2.13,True,11,Stanford/USA,Lopez,2008,201572,C,1610612749,122.5,270,10
284,Stanford,USA,1988-04-01,15,1,2008,1610612756,Robin,7,0,2.13,True,42,Stanford/USA,Lopez,2008,201577,C,1610612741,124.7,275,10
285,UCLA,USA,1988-09-07,5,1,2008,1610612763,Kevin,6,10,2.08,True,0,UCLA/USA,Love,2008,201567,F-C,1610612739,113.9,251,10
286,Villanova,USA,1986-03-25,24,1,2006,1610612763,Kyle,6,1,1.85,True,7,Villanova/USA,Lowry,2006,200768,G,1610612761,88.9,196,12
287,Indianapolis,USA,1993-07-27,,,,,Jordan,6,4,1.93,True,8,Indianapolis/USA,Loyd,2018,1628070,G,1610612761,95.3,210,0
288,Michigan State,USA,1989-05-24,,,,,Kalin,6,1,1.85,True,24,Michigan State/USA,Lucas,2014,203564,G,1610612765,88.5,195,1
289,,France,1995-05-09,24,1,2016,1610612755,Timothe,6,6,1.98,True,7,France/France,Luwawu-Cabarrot,2016,1627789,G-F,1610612760,95.3,210,2
290,Syracuse,USA,1996-04-09,24,1,2017,1610612762,Tyler,6,10,2.08,True,20,Syracuse/USA,Lydon,2017,1628399,F,1610612743,102.1,225,1
291,Kentucky,USA,1995-11-05,12,1,2015,1610612762,Trey,6,10,2.08,True,7,Kentucky/USA,Lyles,2015,1626168,F,1610612743,106.1,234,3
292,Butler,USA,1990-04-22,34,2,2011,1610612764,Shelvin,6,3,1.9,True,6,Butler/USA,Mack,2011,202714,G,1610612763,92.1,203,7
293,Arkansas,USA,1995-11-29,,,,,Daryl,6,3,1.9,True,3,Arkansas/USA,Macon,2018,1629133,G,1610612742,83.9,185,0
294,Xavier (Ohio),USA,1995-06-05,,,,,J.P.,6,5,1.96,True,55,Xavier (Ohio)/USA,Macura,2018,1629122,G,1610612766,93.0,205,0
295,"Rouen, France",France,1986-11-05,28,1,2005,1610612759,Ian,6,11,2.11,True,28,Pau Orthez/France,Mahinmi,2007,101133,C,1610612764,118.8,262,11
296,,South Sudan,1997-02-25,10,1,2016,1610612749,Thon,7,1,2.16,True,7,South Sudan/South Sudan,Maker,2016,1627748,F,1610612749,100.2,221,2
297,,Serbia,1988-08-15,,,,,Boban,7,3,2.21,True,51,Serbia/Serbia,Marjanovic,2015,1626246,C,1610612746,131.5,290,3
298,Arizona,Finland,1997-05-22,7,1,2017,1610612750,Lauri,7,0,2.13,True,24,Arizona/Finland,Markkanen,2017,1628374,F,1610612741,108.9,240,1
299,Louisiana State,USA,1994-05-24,25,1,2015,1610612763,Jarell,6,10,2.08,True,2,LSU-Shreveport/USA,Martin,2015,1626185,F,1610612753,108.4,239,3
300,Kansas,USA,1994-04-03,34,2,2017,1610612758,Frank,5,11,1.8,True,10,Kansas/USA,Mason,2017,1628412,G,1610612758,86.2,190,1
301,Georgia,USA,1996-08-14,,,,,Yante,6,8,2.03,True,00,Georgia/USA,Maten,,1628999,F,1610612748,108.9,240,0
302,Marquette,USA,1986-10-14,,,,,Wesley,6,5,1.96,True,23,Marquette/USA,Matthews,2009,202083,G-F,1610612742,99.8,220,9
303,UCLA,Cameroon,1986-09-09,37,2,2008,1610612749,Luc,6,8,2.03,True,12,UCLA/Cameroon,Mbah a Moute,2008,201601,F,1610612746,104.3,230,10
304,Nevada-Las Vegas,USA,1995-10-25,38,2,2016,1610612744,Patrick,6,7,2.01,True,1,Nevada-Las Vegas/USA,McCaw,2016,1627775,G,1610612761,83.9,185,2
305,Lehigh,USA,1991-09-19,10,1,2013,1610612757,CJ,6,3,1.9,True,3,Lehigh/USA,McCollum,2013,203468,G,1610612757,86.2,190,5
306,Arizona,USA,1992-03-25,,,,,T.J.,6,2,1.88,True,12,Arizona/USA,McConnell,2015,204456,G,1610612755,86.2,190,3
307,Creighton,USA,1992-01-03,11,1,2014,1610612743,Doug,6,8,2.03,True,20,Creighton/USA,McDermott,2014,203926,F,1610612754,102.1,225,4
308,Nevada,USA,1988-01-19,18,1,2008,1610612764,JaVale,7,0,2.13,True,7,Nevada-Reno/USA,McGee,2008,201580,C,1610612747,122.5,270,10
309,Kansas State,USA,1991-07-29,,,,,Rodney,6,4,1.93,True,17,Kansas State/USA,McGruder,2016,203585,F-G,1610612748,90.7,200,2
310,Wisc.-Green Bay,USA,1992-09-17,,,,,Alfonzo,6,8,2.03,True,28,Wisc.-Green Bay/USA,McKinnie,2017,1628035,F,1610612744,97.5,215,1
311,Kansas,USA,1993-02-11,7,1,2013,1610612758,Ben,6,5,1.96,True,23,Kansas/USA,McLemore,2013,203463,G,1610612758,91.2,201,5
312,Tennessee,USA,1991-03-28,58,2,2014,1610612759,Jordan,6,5,1.96,True,52, USA/USA,McRae,2015,203895,G,1610612764,81.2,179,2
313,,Tunisia,1986-06-15,,,,,Salah,7,2,2.18,True,50,Tunisia/Tunisia,Mejri,2015,1626257,C,1610612742,106.6,235,3
314,Southern California,USA,1998-05-28,46,2,2018,1610612745,De'Anthony,6,4,1.93,True,14,Southern California/USA,Melton,2018,1629001,G,1610612756,90.7,200,0
315,Southern California,USA,1997-03-22,49,2,2018,1610612749,Chimezie,6,10,2.08,True,7,University of Southern CaliforniaUSA/USA,Metu,2018,1629002,F,1610612759,102.1,225,0
316,Texas A&M,USA,1991-08-12,39,2,2012,1610612765,Khris,6,8,2.03,True,22,Texas A&M/USA,Middleton,2012,203114,F,1610612749,100.7,222,6
317,Skyline HS (TX),USA,1987-03-18,34,2,2005,1610612762,CJ,6,6,1.98,True,0,"Skyline HS (Dallas, TX)USA/USA",Miles,2005,101139,F-G,1610612761,99.8,220,13
318,Kentucky,USA,1990-03-21,46,2,2012,1610612740,Darius,6,8,2.03,True,21,Kentucky/USA,Miller,2012,203121,F,1610612740,102.1,225,4
319,Saint Mary's (CA),Australia,1988-08-11,55,2,2009,1610612757,Patty,6,0,1.83,True,8,St. Mary's (CA)/Australia,Mills,2009,201988,G,1610612759,81.6,180,9
320,Louisiana Tech,USA,1985-02-10,47,2,2006,1610612762,Paul,6,8,2.03,True,4,Louisiana TechUSA/USA,Millsap,2006,200794,F,1610612743,111.6,246,12
321,Southern Methodist,USA,1996-09-26,54,2,2018,1610612742,Shake,6,6,1.98,True,18,USA/USA,Milton,2018,1629003,G,1610612755,93.9,207,0
322,,Montenegro,1991-02-11,23,1,2011,1610612745,Nikola,6,10,2.08,True,3,Montenegro/Montenegro,Mirotic,2014,202703,F,1610612740,113.4,250,4
323,Louisville,USA,1996-09-07,13,1,2017,1610612743,Donovan,6,3,1.9,True,45,Louisville/USA,Mitchell,2017,1628378,G,1610612762,97.5,215,1
324,Iowa State,Canada,1993-08-03,,,,,Naz,6,4,1.93,True,30,Iowa State/Canada,Mitrou-Long,2017,1628513,G,1610612762,98.9,218,1
325,Kentucky,USA,1998-02-04,11,1,2017,1610612766,Malik,6,3,1.9,True,1,Kentucky/USA,Monk,2017,1628370,G,1610612766,90.7,200,1
326,Georgetown,USA,1990-06-04,7,1,2010,1610612765,Greg,6,11,2.11,True,15,Georgetown/USA,Monroe,2010,202328,C,1610612761,120.2,265,8
327,Southern Methodist,USA,1995-05-13,,,,,Ben,6,8,2.03,True,26,Southern Methodist/USA,Moore,2017,1628500,F,1610612759,99.8,220,1
328,Purdue,USA,1989-02-25,55,2,2011,1610612738,E'Twaun,6,4,1.93,True,55,Purdue/USA,Moore,2011,202734,G,1610612740,86.6,191,7
329,Molloy,USA,1995-09-19,,,,,Jaylen,6,5,1.96,True,30,Molloy/USA,Morris,2017,1628537,G,1610612749,83.9,185,1
330,Kansas,USA,1989-09-02,14,1,2011,1610612745,Marcus,6,9,2.06,True,13,Kansas/USA,Morris,2011,202694,F,1610612738,106.6,235,7
331,Kansas,USA,1989-09-02,13,1,2011,1610612756,Markieff,6,10,2.08,True,5,Kansas/USA,Morris,2011,202693,F,1610612764,111.1,245,7
